dataset,sample_id,run_mode,salience,alpha,beta,gamma,use_graph,chunking,target_min_tokens,target_max_tokens,semantic_breakpoint_percentile,semantic_min_chunk_tokens,dedup_chunks,dedup_sim_threshold,dedup_require_shared_phrase,duplicate_edge_factor,community_dedup,max_summary_words,max_output_tokens,embedding_backend,embedding_model,llm,llm_model,pacsum_beta,pacsum_lambda1,pacsum_lambda2,entity_merge_threshold,rouge1,rouge2,rougeL,rouge_backend,rouge_tokenizer,reference_count,selected_reference_index,reference_selector,input_tokens,output_tokens,llm_calls,runtime_seconds,chunk_count,community_count,moa_num_entities,moa_num_relations,moa_contrastive_relation_count,moa_config_overlays,moa_llm_base_url,moa_llm_max_tokens_param,moa_extractor_model_name,moa_extractor_lambda,moa_extractor_top_sentence_proportion,moa_kgsum_max_summary_tokens,moa_abstractor_max_summary_words,moa_abstractor_max_summary_tokens,moa_amf_max_summary_words,moa_amf_max_summary_tokens,moa_force_extractor_anchor,moa_max_kgsum_weight,moa_direct_anchor_output,moa_direct_anchor_policy,case_agent_log,case_metadata,generated_summary
vn_mds,cluster_121,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,180,300,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8208955223880597,0.502803738317757,0.34701492537313433,rouge-score,unicode_char,2,1,max_rouge_tuple,14068,1337,8,22.765463989926502,,3,79,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vn_mds.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,180,300,180,300,True,0.1,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_121_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_121_moa_graphsum/metadata.json,"Công ty quản lý của Moon Geun Young và Kim Bum đã chính thức xác nhận cặp đôi này đang hẹn hò từ đầu tháng 10. Mối quan hệ nảy sinh trong quá trình cả hai cùng hợp tác đóng bộ phim truyền hình ""Goddess of Fire, Jung Yi"". Dù Moon Geun Young là đàn chị và hơn Kim Bum 2 tuổi, họ vẫn nhanh chóng tìm hiểu nhau và hiện đang cùng bạn bè đi du lịch tại châu Âu. Cặp đôi nhận được sự ủng hộ lớn từ người hâm mộ nhờ ngoại hình đẹp, tài năng và hình ảnh sạch. Trước khi xác nhận, họ đã từng bị bắt gặp đi du lịch cùng nhau sau khi hoàn thành các dự án phim riêng lẻ. Hiện tại, Moon Geun Young đang nghỉ ngơi để nghiên cứu kịch bản mới, còn Kim Bum vừa hoàn tất quảng bá cho phim ""Young Detective Dee: Rise of the Sea Dragon""."
vn_mds,cluster_122,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,180,300,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.7861557478368356,0.5891089108910892,0.36093943139678614,rouge-score,unicode_char,2,0,max_rouge_tuple,16791,1744,9,29.68965577799827,,4,80,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vn_mds.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,180,300,180,300,True,0.1,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_122_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_122_moa_graphsum/metadata.json,"Title: LINK: http://www.baomoi.com/Fan-cuong-suu-tap-anh-hiem-ngay-dau-di-hat-tang-Phuong-Thanh/71/12312000.epi Phương Thanh và ca sĩ Minh Thuận vào năm 2004 Một người hâm mộ lớn tuổi đã tặng cho Phương Thanh bộ ảnh sưu tầm về chính nữ ca sĩ từ những ngày đầu mới đi hát. Phương Thanh - Lam Trường trong ""Một thời đã xa"" Phương Thanh - Lam Trường Phương Thanh - Bằng Kiều trong bộ phim ""Trái tim không ngủ yên"" Phương Thanh - Đan Trường 10 năm về trước - 2003 Phương Thanh - Siu Black Phương Thanh, Dũng Khùng, Nguyễn Tranh, Nguyễn Nam và Trinh Hoan trong live show của chị năm 2006. Title: LINK: http://www.baomoi.com/Home/AmNhac/afamily.vn/Nhin-lai-Phuong-Thanh-thoi-xau-la/12312233.epi Nối tiếp thành công của 3 liveshow trước, liveshow thứ 4 của Dấu Ấn sẽ tiếp tục đến với khán giả vào ngày 2/11/2013, với nhân vật chính là ca sĩ Phương Thanh - một trong những ca sĩ hàng đầu của làng nhạc Việt từ thập niên 90 đến nay."
vn_mds,cluster_123,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,180,300,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8055555555555557,0.574468085106383,0.39542483660130723,rouge-score,unicode_char,2,1,max_rouge_tuple,16668,1568,8,26.869005762971938,,3,80,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vn_mds.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,180,300,180,300,True,0.1,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_123_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_123_moa_graphsum/metadata.json,"Ca sĩ Aslan (tên thật là Erdem Aslan), một người Thổ Nhĩ Kỳ sinh năm 1987, đã tổ chức họp báo ra mắt album đầu tay ""Câu chuyện của Aslan"" tại Hà Nội vào ngày 5/11. Sau một tai nạn nghiêm trọng tại Thổ Nhĩ Kỳ khiến anh phải từ bỏ sự nghiệp diễn viên, Aslan sang Việt Nam năm 2006 để làm phiên dịch và học tập. Qua quá trình nỗ lực học tiếng Việt và yêu mến văn hóa nơi đây, anh quyết định theo đuổi con đường ca hát với sự hỗ trợ của ca sĩ Khánh Phương và Đại sứ quán Thổ Nhĩ Kỳ. Album gồm 7 ca khúc của các nhạc sĩ trẻ, nổi bật là ""Quê hương"" và ""Tìm lại chút kỷ niệm"". Sản phẩm âm nhạc này không chỉ là câu chuyện cá nhân đầy thăng trầm của Aslan mà còn là biểu tượng cho sự giao lưu văn hóa giữa Việt Nam và Thổ Nhĩ Kỳ."
vn_mds,cluster_124,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,180,300,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8710743801652893,0.6291390728476821,0.4578512396694215,rouge-score,unicode_char,2,0,max_rouge_tuple,15764,1472,9,25.219470770913176,,4,47,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vn_mds.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,180,300,180,300,True,0.1,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_124_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_124_moa_graphsum/metadata.json,"Sau một thời gian tạm nghỉ để rèn luyện thanh nhạc và vượt qua những scandal không hay, ""hoàng tử The Voice"" Bùi Anh Tuấn chính thức trở lại showbiz với single ""Người điên"". Đây là sáng tác của nhạc sĩ Kiên Trần viết riêng cho anh, được đầu tư kỹ lưỡng để đánh dấu bước ngoặt mới trong sự nghiệp. Khác với hình ảnh ""hoàng tử ballad"" thư sinh trước đây, Bùi Anh Tuấn lột xác với phong cách R&B sôi động, nam tính và bụi bặm hơn. Anh cũng thay đổi diện mạo bằng việc cắt bỏ mái tóc xù thương hiệu để hướng tới hình tượng chững chạc, mạnh mẽ. Single ""Người điên"" không chỉ là sản phẩm âm nhạc mới mà còn là lời cảm ơn gửi đến khán giả đã luôn ủng hộ anh. Hiện tại, dù đang lưu diễn tại Nga, Bùi Anh Tuấn vẫn đang nỗ lực hoàn thiện MV cùng tên để sớm ra mắt công chúng."
vn_mds,cluster_125,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,180,300,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8258620689655172,0.5474956822107081,0.37758620689655176,rouge-score,unicode_char,2,0,max_rouge_tuple,17977,1509,9,26.01834739802871,,4,74,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vn_mds.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,180,300,180,300,True,0.1,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_125_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_125_moa_graphsum/metadata.json,"Ca sĩ Đàm Vĩnh Hưng đang đối mặt với làn sóng tranh luận dữ dội sau khi hóa trang thành ""bác sĩ Cát Tường"" trong đêm Halloween 31/10. Hành động này bị dư luận chỉ trích là phản cảm và thiếu đạo đức, đặc biệt trong bối cảnh vụ án bác sĩ Cát Tường gây chấn động xã hội. Các trang tin nhanh chóng đưa tin Cục Nghệ thuật Biểu diễn sẽ xử phạt nam ca sĩ vì hành vi thiếu văn hóa. Tuy nhiên, sau những tranh cãi trái chiều, Cục Nghệ thuật Biểu diễn đã chính thức bác bỏ các tin đồn về việc xử phạt vi phạm đạo đức nghề nghiệp. Mặc dù không xử phạt hành chính như các tin đồn, cơ quan chức năng vẫn đang cân nhắc việc cảnh cáo Đàm Vĩnh Hưng về hành vi ứng xử xã hội."
vn_mds,cluster_126,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,180,300,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8380462724935732,0.5510729613733906,0.38046272493573263,rouge-score,unicode_char,2,0,max_rouge_tuple,15837,1557,9,26.423332631005906,,4,78,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vn_mds.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,180,300,180,300,True,0.1,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_126_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_126_moa_graphsum/metadata.json,"Sau khi đăng quang Vietnam Idol 2012, Ya Suy vẫn giữ được sự mộc mạc và chân thành khi xuất hiện tại Vòng nhà hát của mùa giải 2013 để cổ vũ cho các thí sinh. Anh chia sẻ những kinh nghiệm quý báu, đặc biệt là việc chọn bài hát phù hợp để thể hiện cá tính âm nhạc. Ya Suy bày tỏ sự vui mừng khi gặp lại dàn giám khảo gồm Mỹ Tâm, Dũng ""khùng"" và nhạc sĩ Anh Quân, đồng thời đánh giá cao sự xuất hiện của những giọng ca mới đầy cá tính. Mùa giải năm nay có sự thay đổi khi bổ sung 8 thí sinh được chọn qua trang cá nhân của đạo diễn Nguyễn Quang Dũng, cộng với 64 thí sinh từ các vòng Audition, tạo nên tổng cộng 72 gương mặt cạnh tranh. Với sự dẫn dắt của MC Phan Anh, Vietnam Idol 2013 dự kiến phát sóng vào trung tuần tháng 12 trên kênh VTV3, hứa hẹn một mùa giải chất lượng và đầy cảm xúc."
vn_mds,cluster_127,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,180,300,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8030560271646857,0.5289115646258503,0.365025466893039,rouge-score,unicode_char,2,1,max_rouge_tuple,14882,1376,8,23.651566436048597,,3,76,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vn_mds.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,180,300,180,300,True,0.1,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_127_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_127_moa_graphsum/metadata.json,"Hồ Quỳnh Hương đã chính thức xác nhận trở lại với showbiz để đảm nhận vai trò giám khảo cho chương trình Nhân tố bí ẩn (The X-Factor) phiên bản Việt. Sau một thời gian dài vắng bóng, quyết định này của cô nhận được sự ủng hộ nhiệt tình từ người hâm mộ và sự tin tưởng tuyệt đối từ Ban tổ chức. Hồ Quỳnh Hương chia sẻ rằng động lực chính của cô là mong muốn cống hiến và giúp các tài năng trẻ biến ước mơ thành hiện thực, thay vì mục tiêu danh tiếng hay lợi ích cá nhân. Với kinh nghiệm hơn 10 năm trong nghề, cô khuyến khích các thí sinh, dù là người được đào tạo bài bản hay có năng khiếu bẩm sinh, hãy mạnh dạn nắm bắt cơ hội để tỏa sáng trước công chúng."
vn_mds,cluster_128,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,180,300,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8322981366459627,0.5925349922239502,0.3540372670807454,rouge-score,unicode_char,2,1,max_rouge_tuple,18627,1835,9,31.253989244927652,,4,80,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vn_mds.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,180,300,180,300,True,0.1,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_128_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_128_moa_graphsum/metadata.json,"Đêm liveshow 5 của chương trình ""Thử Thách Cùng Bước Nhảy"" 2013 đánh dấu cột mốc quan trọng để tìm ra top 10 với thử thách nhân đôi: mỗi cặp thí sinh phải trình diễn hai tiết mục ở hai thể loại khác nhau. Sự kiện có sự góp mặt của dàn biên đạo tên tuổi như Michael Schwandt, Hani Abaza, John Huy Trần, Kiều Lê, Ngọc Quang, Việt Max và Hà Lê. Các cặp đôi nổi bật bao gồm: Thái Sơn - Minh Tú (Jazz Funk và dân gian đương đại), Ngọc Anh - Ngọc Tuấn (Libertango và Hiphop), Mỹ An - Đình Lộc (đương đại), cùng cặp đôi mạnh Minh Trường - Phi Phụng. Đặc biệt, ""đả nữ"" Ngô Thanh Vân tái xuất với vai trò giám khảo khách mời, chia sẻ về sự trân trọng đối với tài năng và đam mê của các vũ công. Đêm thi sẽ được phát sóng trực tiếp trên nhiều kênh truyền hình và nền tảng trực tuyến vào tối thứ Bảy ngày 2/11."
vn_mds,cluster_129,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,180,300,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8596112311015119,0.5865800865800866,0.46436285097192226,rouge-score,unicode_char,2,0,max_rouge_tuple,17167,1698,10,28.876973179983906,,5,80,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vn_mds.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,180,300,180,300,True,0.1,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_129_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_129_moa_graphsum/metadata.json,"Văn phòng công tố viên Seoul đã đề nghị mức án tù từ 8-10 tháng đối với ba nữ diễn viên nổi tiếng Hàn Quốc là Jang Mi Ne, Lee Seung Yeon và Park Si Yeon vì hành vi lạm dụng thuốc gây mê propofol. Các nữ nghệ sĩ này bị cáo buộc sử dụng thuốc với số lần lớn (lên đến 185 lần đối với Park Si Yeon) để giảm đau, làm đẹp và ổn định tinh thần trước áp lực công việc. Mặc dù họ phủ nhận việc sử dụng như chất kích thích, công tố viên nhấn mạnh rằng sự nổi tiếng của họ đòi hỏi trách nhiệm cao hơn và việc lạm dụng chất gây nghiện là hành vi nghiêm trọng. Ngoài ra, các bác sĩ liên quan cũng đối mặt với mức án tù từ 2 năm trở lên."
vn_mds,cluster_13,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,180,300,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8690763052208835,0.6275140788415126,0.3502008032128514,rouge-score,unicode_char,2,1,max_rouge_tuple,15094,1612,9,27.262057303916663,,4,78,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vn_mds.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,180,300,180,300,True,0.1,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_13_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_13_moa_graphsum/metadata.json,"Chính phủ Mexico đang tiến hành điều tra nội bộ và yêu cầu Hoa Kỳ làm rõ các cáo buộc về việc Cơ quan An ninh Quốc gia Mỹ (NSA) do thám các quan chức cấp cao. Theo báo cáo của tờ Der Spiegel, NSA bị cáo buộc đã thâm nhập hòm thư cá nhân của cựu Tổng thống Felipe Calderon và nghe lén điện thoại của Tổng thống đương nhiệm Enrique Peña Nieto cùng các trợ lý trước cuộc bầu cử năm 2012. Bộ trưởng Nội vụ Osorio Chong khẳng định việc xâm phạm quyền riêng tư là không thể chấp nhận được và trái luật pháp quốc tế. Trong khi đó, Ngoại trưởng Pháp Laurent Fabius cũng lên án hành động do thám quy mô lớn của Mỹ đối với các đồng minh. Tổng thống Barack Obama đã cam kết điều tra vụ việc, trong khi phía Pháp yêu cầu cung cấp chi tiết về việc giám sát hàng chục triệu cuộc điện thoại."
vn_mds,cluster_130,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,180,300,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8196411709159585,0.5733207190160834,0.46081208687440983,rouge-score,unicode_char,2,0,max_rouge_tuple,16337,1568,10,26.623936498072,,5,80,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vn_mds.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,180,300,180,300,True,0.1,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_130_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_130_moa_graphsum/metadata.json,"Nhóm nhạc nữ Hàn Quốc T-ara đã đến Việt Nam để tham gia chương trình từ thiện ủng hộ nạn nhân chất độc màu da cam tại tòa nhà Keangnam, Hà Nội. Sự kiện thu hút sự chú ý lớn với hàng trăm người hâm mộ tập trung đông đảo trước cổng tòa nhà để chào đón và nhảy cover các bản hit như ""Sexy love"". Chương trình có sự tham gia của các nghệ sĩ như Minh Hà, Ngọc Anh, nhóm M4U và các vận động viên Việt - Hàn. Trên sân khấu, T-ara đã trình diễn các ca khúc ""Roly Poly"", ""Lovey dovely"" và ""Sexy love"", đồng thời bày tỏ sự đồng cảm với nỗi đau của nạn nhân chất độc màu da cam. Ngoài ra, thông tin về Kpop Festival 2012 tại sân vận động Mỹ Đình cũng được cập nhật, với việc BTC quyết định hủy vé thừa thay vì giảm giá và thắt chặt an ninh để đảm bảo trật tự."
vn_mds,cluster_131,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,180,300,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8639455782312925,0.5894378194207837,0.4064625850340136,rouge-score,unicode_char,2,0,max_rouge_tuple,15111,1389,8,23.73474194400478,,3,55,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vn_mds.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,180,300,180,300,True,0.1,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_131_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_131_moa_graphsum/metadata.json,"Trong liveshow 3 của chương trình ""Got to dance - Vũ điệu đam mê"", ban tổ chức thực hiện thay đổi nhân sự giám khảo nhằm tạo sự mới mẻ và thú vị. Ca sĩ Minh Hằng sẽ trở lại ngồi ghế nóng thay thế cho giám khảo chuyên môn Trần Ly Ly. Với sự thay đổi này, ""bộ tứ quyền lực"" của chương trình sẽ bao gồm hai giám khảo chuyên môn là Dumbo và Alfresdo, cùng hai giám khảo khách mời là Hồ Ngọc Hà và Minh Hằng. Các thí sinh sẽ đối đầu trực tiếp trong một cuộc tranh đấu ""một mất một còn"" với chủ đề ""Freestyle – Biến hóa cùng đạo cụ"". Bắt đầu từ đêm thi này, mỗi liveshow sẽ có chủ đề riêng để thách thức thí sinh sáng tạo và rèn luyện kỹ thuật. Chương trình sẽ diễn ra vào lúc 21h15 ngày 2/10/2013 tại nhà thi đấu Tân Bình, TP.HCM và được truyền hình trực tiếp trên sóng VTV3."
vn_mds,cluster_132,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,180,300,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8896,0.6506410256410257,0.5007999999999999,rouge-score,unicode_char,2,1,max_rouge_tuple,16351,1770,8,29.839991333079524,,3,74,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vn_mds.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,180,300,180,300,True,0.1,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_132_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vn_mds/case_studies/cluster_132_moa_graphsum/metadata.json,"Nhân kỷ niệm 20 năm thiết lập quan hệ ngoại giao Việt Nam - Hàn Quốc, Triển lãm nhân sâm Hàn Quốc (Korean Ginseng World Tour in Vietnam) sẽ diễn ra từ ngày 6 đến 8/12/2012 tại tòa nhà Landmark 72, Hà Nội. Sự kiện do Đại sứ quán Hàn Quốc và Trung tâm Văn hóa Hàn Quốc tại Việt Nam bảo trợ, phối hợp cùng các đơn vị đối tác tổ chức. Đây là lần đầu tiên một triển lãm chuyên biệt về nhân sâm Hàn Quốc được tổ chức tại Việt Nam nhằm quảng bá chất lượng sản phẩm và thúc đẩy giao thương kinh tế giữa hai quốc gia. Tại đây, khách tham quan sẽ được thưởng thức đồ ăn từ nhân sâm, khám bệnh và tư vấn sức khỏe miễn phí bởi Giáo sư An Teg Won. Ngoài ra, chương trình còn có các màn biểu diễn K-pop, nhạc Hàn Quốc và hội thảo chuyên sâu với sự tham gia của các chuyên gia, tiến sĩ từ cả hai nước."
