dataset,sample_id,run_mode,salience,alpha,beta,gamma,use_graph,chunking,target_min_tokens,target_max_tokens,semantic_breakpoint_percentile,semantic_min_chunk_tokens,dedup_chunks,dedup_sim_threshold,dedup_require_shared_phrase,duplicate_edge_factor,community_dedup,max_summary_words,max_output_tokens,embedding_backend,embedding_model,llm,llm_model,pacsum_beta,pacsum_lambda1,pacsum_lambda2,entity_merge_threshold,rouge1,rouge2,rougeL,rouge_backend,rouge_tokenizer,reference_count,selected_reference_index,reference_selector,input_tokens,output_tokens,llm_calls,runtime_seconds,chunk_count,community_count,moa_num_entities,moa_num_relations,moa_contrastive_relation_count,moa_config_overlays,moa_llm_base_url,moa_llm_max_tokens_param,moa_extractor_model_name,moa_extractor_lambda,moa_extractor_top_sentence_proportion,moa_kgsum_max_summary_tokens,moa_abstractor_max_summary_words,moa_abstractor_max_summary_tokens,moa_amf_max_summary_words,moa_amf_max_summary_tokens,moa_force_extractor_anchor,moa_max_kgsum_weight,moa_direct_anchor_output,moa_direct_anchor_policy,case_agent_log,case_metadata,generated_summary
vims,Cluster_026,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,235,380,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.7942122186495177,0.502415458937198,0.37459807073954987,rouge-score,unicode_char,2,0,max_rouge_tuple,16488,1814,8,30.618942417902872,,3,80,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vims.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,235,380,235,380,True,0.08,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_026_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_026_moa_graphsum/metadata.json,"Dự án PHUMY Complex tọa lạc tại Lô N01 – T4, Khu đô thị Đoàn Ngoại Giao, Quận Bắc Từ Liêm, Hà Nội, nằm liền kề Siêu đô thị Starlake. Đây là khu vực đang được quy hoạch thành trung tâm kinh tế, hành chính và văn hóa mới của cả nước với các công trình quy mô lớn. Dự án có tổng diện tích xây dựng 40.260m2 với 35 tầng chức năng, bao gồm 287 căn hộ hạng sang có diện tích linh hoạt từ 87m2 đến 211m2. Cư dân được hưởng dịch vụ đẳng cấp năm sao với phòng gym, bể bơi, Bar-cafe và hệ thống 05 thang máy khách cùng 01 thang hàng cao cấp. Dự án sở hữu vị trí vàng gần cầu Thăng Long, cầu Nhật Tân và Hồ Tây, cùng hệ thống tiện ích nội khu và ngoại khu đa dạng như trung tâm thương mại, trường học và công viên."
vims,Cluster_027,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,235,380,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8044971892567144,0.5978736710444027,0.3697688944409744,rouge-score,unicode_char,2,1,max_rouge_tuple,16703,1984,10,33.282135564950295,,5,80,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vims.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,235,380,235,380,True,0.08,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_027_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_027_moa_graphsum/metadata.json,"Jean Liu, con gái của nhà sáng lập Lenovo Liu Chuanzhi, là một nữ doanh nhân tài năng đã đưa Didi Chuxing trở thành thế lực thống trị thị trường vận tải tại Trung Quốc. Với nền tảng học vấn từ Đại học Peking và thạc sĩ khoa học máy tính tại Harvard, cô từng làm việc 12 năm tại Goldman Sachs trước khi gia nhập Didi vào năm 2014. Với tư cách Chủ tịch, Jean Liu đã thực hiện những bước đi chiến lược quan trọng như sáp nhập với đối thủ Kuaidi Dache, mở rộng quy mô nhân sự từ 700 lên 5.000 người và thiết lập quan hệ hợp tác với các đối tác quốc tế như Grab, Ola Cabs và Lyft. Thành tựu nổi bật nhất của cô là thương vụ huy động 1 tỉ USD từ Apple vào tháng 5/2016. Thỏa thuận này được khởi nguồn từ một câu nói đùa của cô về việc các công ty có tên gắn với loại quả (như Apple và Didi) luôn đạt được kỳ tích. Nhờ những chiến lược này, Didi đã vượt qua Uber để chiếm lĩnh thị trường."
vims,Cluster_028,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,235,380,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8255372945638432,0.6189873417721519,0.4285714285714286,rouge-score,unicode_char,2,0,max_rouge_tuple,14175,1662,10,27.885454060975462,,5,74,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vims.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,235,380,235,380,True,0.08,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_028_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_028_moa_graphsum/metadata.json,"Công ty Coca-Cola FEMSA đã phải tạm dừng sản xuất tại Venezuela do tình trạng thiếu hụt nghiêm trọng nguồn nguyên liệu đường, vốn là thành phần thiết yếu cho 90% sản phẩm của hãng. Tình trạng này diễn ra trong bối cảnh kinh tế Venezuela đang khủng hoảng trầm trọng, minh chứng qua việc tập đoàn thực phẩm và đồ uống lớn nhất nước này là Polar cũng phải ngừng sản xuất bia do thiếu lúa mạch vào tháng 4. Nguyên nhân của sự khan hiếm bao gồm chính sách kiểm soát giá, chi phí sản xuất tăng cao và thiếu hụt phân bón khiến sản lượng mía sụt giảm mạnh. Cuộc khủng hoảng kinh tế bắt đầu rõ nét từ tháng 1/2016 khi Tổng thống Nicolas Maduro tuyên bố tình trạng khẩn cấp sau khi giá dầu — nguồn thu chính chiếm 96% ngân sách quốc gia — rơi xuống mức thấp nhất trong 12 năm (24 USD/thùng). Trước tình hình này, ông Maduro còn đe dọa tịch thu tài sản và bỏ tù chủ sở hữu các nhà máy tự ý ngừng hoạt động. Hiện tại, Venezuela đang đối mặt với tình trạng khan hiếm điện, nước, thực phẩm và thuốc men, cùng với lạm phát phi mã dự báo có thể vượt 1.600% vào năm tới, khiến đồng bolivar mất giá nghiêm trọng trên thị trường chợ đen."
vims,Cluster_029,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,235,380,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8412184057031756,0.5983127839065542,0.34867141931302653,rouge-score,unicode_char,2,1,max_rouge_tuple,14905,1706,8,28.83859142300207,,3,80,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vims.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,235,380,235,380,True,0.08,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_029_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_029_moa_graphsum/metadata.json,"Nhiều loại dầu gội và sữa tắm của các thương hiệu lớn như Pantene, Sunsilk, Clear, Hazeline, Rejoice, Double Rich và Enchenteur vẫn được bày bán công khai tại các siêu thị và cửa hàng tạp hóa dù đã nằm trong danh mục bị thu hồi từ năm 2015. Nguyên nhân là do các sản phẩm này chứa chất bảo quản Methylisothiazolinone (MIT) và hỗn hợp MCT+MIT vượt quá nồng độ cho phép hoặc không đúng quy định đối với mỹ phẩm. Cục Quản lý Dược (Bộ Y tế) đã ban hành công văn số 6577 ngày 13/4/2015 quy định các chất này chỉ được dùng trong sản phẩm rửa sạch với nồng độ giới hạn, thay vì cấm hoàn toàn. Để hỗ trợ doanh nghiệp chuyển đổi, Bộ Y tế đã gia hạn lộ trình thu hồi đến hết ngày 30/11/2015. Hiện tại, người tiêu dùng và các hộ kinh doanh vẫn rất lúng túng do các doanh nghiệp sản xuất chưa chủ động thông báo việc thu hồi tới đại lý và khách hàng. Người dân bày tỏ sự lo ngại về an toàn sản phẩm và mong muốn các nhà sản xuất cung cấp sản phẩm thay thế chất lượng, phù hợp túi tiền để đảm bảo sức khỏe."
vims,Cluster_030,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,235,380,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.873589164785553,0.6305084745762712,0.3905191873589165,rouge-score,unicode_char,2,1,max_rouge_tuple,19321,1940,9,33.26298216707073,,4,80,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vims.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,235,380,235,380,True,0.08,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_030_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_030_moa_graphsum/metadata.json,"Hiệp hội Tinh dầu, Hương liệu và Mỹ phẩm Việt Nam cùng Cục Quản lý Dược (Bộ Y tế) đã chính thức bác bỏ các thông tin sai lệch cho rằng hai chất bảo quản Methylisothiazolinone (MIT) và Methylchlorothiazolinone (MCT) là chất cấm trong dầu gội. Thực tế, các chất này vẫn được phép sử dụng rộng rãi trên toàn thế giới và tại Việt Nam, theo đúng quy định của Châu Âu và ASEAN, nhưng bị giới hạn về nồng độ để đảm bảo an toàn. Cụ thể, hỗn hợp MCT + MIT theo tỷ lệ 3:1 được phép dùng trong các sản phẩm rửa sạch (rinse-off) với nồng độ không quá 0,0015%, và MIT đơn lẻ không quá 0,01%. Việc điều chỉnh hàm lượng này nhằm kiểm soát nguy cơ gây nhạy cảm da, đặc biệt là với các sản phẩm lưu lại trên da (leave-on). Theo lộ trình chuyển tiếp chung của các nước khu vực, các sản phẩm chưa đáp ứng hàm lượng mới vẫn được lưu hành đến hết ngày 30/11/2016. Hiệp hội khẳng định các doanh nghiệp đều tuân thủ quy định của Bộ Y tế và có trách nhiệm đánh giá an toàn trước khi đưa sản phẩm ra thị trường. Người tiêu dùng được khuyến cáo nên tiếp nhận thông tin từ các nguồn chính thống để tránh hoang mang dư luận."
vims,Cluster_031,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,235,380,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8497409326424871,0.5836575875486382,0.4481865284974093,rouge-score,unicode_char,2,1,max_rouge_tuple,19638,2141,10,36.33462705696002,,5,80,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vims.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,235,380,235,380,True,0.08,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_031_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_031_moa_graphsum/metadata.json,"Gia đình ông Trần Công Ứng tại xã Triều Khúc, huyện Thanh Trì, Hà Nội đang gặp rắc rối nghiêm trọng khi nhận hóa đơn tiền nước tháng 4/2016 lên tới 19.125.036 đồng. Con số này tăng đột biến, gấp hơn 100 lần so với tổng lượng nước sử dụng của ba tháng trước đó (tháng 1, 2, 3 chỉ dao động từ 21-42 m3 mỗi tháng). Bà Hoàng Thị Hòa, vợ ông Ứng, khẳng định gia đình không kinh doanh hay rửa xe nên không thể tiêu thụ lượng nước lớn như vậy và bày tỏ sự lo lắng, mệt mỏi trước việc Hợp tác xã (HTX) dịch vụ sản xuất Nông nghiệp Triều Khúc không giải quyết thỏa đáng. Trước sự việc gây dư luận, UBND xã Tân Triều đã triệu tập lãnh đạo HTX để làm việc. Chủ tịch xã Nguyễn Hữu Vỵ yêu cầu HTX không được dừng cấp nước cho gia đình ông Ứng và phải đưa đồng hồ nước đi kiểm định tại Tổng Cục Tiêu chuẩn Đo lường Chất lượng để làm rõ nguyên nhân. Hiện tại, đồng hồ nước đã được tháo để kiểm định. Phía HTX đưa ra các phương án giải quyết bao gồm việc giảm trừ ""hữu nghị"" hoặc chờ kết quả kiểm định để xác định trách nhiệm."
vims,Cluster_032,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,235,380,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8059508408796895,0.6735751295336788,0.5653298835705046,rouge-score,unicode_char,2,0,max_rouge_tuple,17416,1769,9,30.238311241031624,,4,80,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vims.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,235,380,235,380,True,0.08,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_032_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_032_moa_graphsum/metadata.json,"Ngày 18/5, trong chuyến thăm chính thức Liên bang Nga, Thủ tướng Chính phủ Nguyễn Xuân Phúc đã tham dự Lễ khởi công dự án Tổ hợp chăn nuôi bò sữa và chế biến sữa giai đoạn 1 của Tập đoàn TH True Milk tại làng Volokolamsk, tỉnh Moscow. Đây là dự án đầu tiên của Việt Nam trong lĩnh vực sản xuất, chế biến sữa tại Nga và là dự án có vốn đầu tư lớn nhất của Việt Nam tại quốc gia này hiện nay. Với tổng vốn đầu tư dự kiến lên đến 2,7 tỷ USD qua 3 giai đoạn, giai đoạn 1 có mức đầu tư 500 triệu USD. Dự án nhằm xây dựng mô hình chăn nuôi và chế biến sữa quy mô công nghiệp, cung cấp sản phẩm sữa tươi sạch chất lượng cao cho thị trường Nga và các nước khối SNG. Đến khi hoàn thành giai đoạn 3, dự án dự kiến sở hữu đàn bò 350.000 con, công suất chế biến 5.900 tấn/ngày và chuỗi phân phối 300 cửa hàng True Mart trên toàn nước Nga."
vims,Cluster_033,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,235,380,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8306364617044228,0.6177105831533478,0.39697950377562025,rouge-score,unicode_char,2,0,max_rouge_tuple,15216,1704,8,28.817147355992347,,3,80,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vims.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,235,380,235,380,True,0.08,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_033_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_033_moa_graphsum/metadata.json,"Các hãng sản xuất ô tô lớn tại Nhật Bản, bao gồm Suzuki và Mitsubishi Motors, đang đối mặt với những bê bối nghiêm trọng liên quan đến việc gian lận dữ liệu tiết kiệm nhiên liệu và khí thải. Sau khi Mitsubishi Motors thừa nhận gian lận dữ liệu cho ít nhất bốn mẫu xe trong suốt 25 năm qua, Chủ tịch Tetsuro Aikawa đã tuyên bố từ chức. Ngay sau đó, vào ngày 18/5, Suzuki Motor cũng thừa nhận đã sử dụng các phương pháp sai quy định để kiểm tra khả năng tiết kiệm nhiên liệu cho khoảng 2,1 triệu xe tại Nhật Bản. Dù Suzuki cho rằng các thông số thực tế không khác biệt đáng kể và vụ việc chủ yếu ảnh hưởng đến dòng xe nhỏ (Kei car) tại nội địa, cổ phiếu của hãng đã giảm mạnh 15% trong một ngày. Vấn đề này nằm trong bối cảnh kiểm tra toàn diện của Bộ Giao thông vận tải Nhật Bản đối với tất cả các nhà sản xuất ô tô. Các bê bối tương tự cũng được phát hiện ở các hãng khác như Volkswagen, Renault, Fiat, và Nissan. Cụ thể, Nissan bị cáo buộc gian lận khí thải trên dòng xe Qashqai tại Hàn Quốc, dẫn đến việc bị phạt tiền và yêu cầu triệu hồi xe."
vims,Cluster_034,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,235,380,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.9003397508493771,0.7369614512471655,0.46432616081540207,rouge-score,unicode_char,2,0,max_rouge_tuple,17391,1856,9,31.47693482192699,,4,80,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vims.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,235,380,235,380,True,0.08,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_034_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_034_moa_graphsum/metadata.json,"VietinBank thông báo kế hoạch thoái vốn tại Ngân hàng TMCP Sài Gòn Công Thương (SaigonBank) trong quý II/2016 nhằm đảm bảo tuân thủ Thông tư 36/2014/TT-NHNN của Ngân hàng Nhà nước Việt Nam. Theo quy định này, các ngân hàng thương mại chỉ được nắm giữ dưới 5% vốn cổ phần có quyền biểu quyết của một tổ chức tín dụng khác. Cụ thể, VietinBank sẽ thực hiện bán đấu giá công khai gần 16,875 triệu cổ phần phổ thông của SaigonBank, tương ứng với 5,48% vốn cổ phần có quyền biểu quyết, với giá khởi điểm là 10.800 đồng/cổ phiếu. Sau khi hoàn tất, tỷ lệ sở hữu của VietinBank tại SaigonBank sẽ giảm từ 10,39% xuống còn 4,91%, tương ứng với 15,121.635 cổ phần. Thương vụ bán đấu giá sẽ được thực hiện thông qua Công ty cổ phần Chứng khoán Ngân hàng Công thương Việt Nam. Hiện tại, vốn điều lệ thực góp của SaigonBank là hơn 3.080 tỷ đồng, và số vốn hiện tại của VietinBank tại đơn vị này là gần 320 tỷ đồng. Việc thoái vốn này là bước đi cần thiết để đáp ứng các giới hạn và tỷ lệ bảo đảm an toàn trong hoạt động của tổ chức tín dụng theo quy định hiện hành."
vims,Cluster_035,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,235,380,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8900226757369615,0.7661748013620885,0.7063492063492064,rouge-score,unicode_char,2,0,max_rouge_tuple,16649,1974,8,33.35646025498863,,3,80,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vims.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,235,380,235,380,True,0.08,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_035_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_035_moa_graphsum/metadata.json,"Cục Quản lý Cạnh tranh (Bộ Công Thương) vừa công bố danh sách 14 doanh nghiệp kinh doanh bán hàng đa cấp chưa thực hiện thủ tục đăng ký cấp Giấy chứng nhận hoạt động với cơ quan có thẩm quyền. Trong số này, có 11 doanh nghiệp đặt trụ sở tại Hà Nội, bao gồm: Công ty Cổ phần Everrichs Global, Công ty Cổ phần Thương mại Merro, Công ty Cổ phần Thương mại quốc tế Focus Việt Nam, Công ty Cổ phần đầu tư và phát triển Union Việt Nam, Công ty Cổ phần BigForest, Công ty Cổ phần đầu tư toàn cầu Đại Dương Xanh, Công ty Công nghệ mới và phát triển Quốc tế Amkey Việt Nam, Công ty Cổ phần Phát triển thương mại Lotus Việt Nam, Công ty TNHH Đầu tư và phát triển thương mại Thiên Lộc Phát, Công ty Cổ phần KDM Việt Nam và Công ty Cổ phần Thiên Phương Việt Nam. Ba đơn vị còn lại nằm tại các tỉnh khác là: Công ty Cổ phần Khoa học Công nghệ Trường Sinh (Nghệ An), Công ty Cổ phần Đầu tư Thương mại Phúc Gia Bảo 68 (Bà Rịa-Vũng Tàu) và hộ kinh doanh Trương Thị Kim Nguyệt (Quảng Nam). Cơ quan chức năng đang tiến hành điều tra và xử lý các vi phạm."
vims,Cluster_036,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,235,380,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.8697850821744627,0.7151898734177216,0.5891276864728193,rouge-score,unicode_char,2,1,max_rouge_tuple,15016,1948,8,32.43264370900579,,3,68,120,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vims.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,235,380,235,380,True,0.08,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_036_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_036_moa_graphsum/metadata.json,"Cục Quản lý Chất lượng Nông lâm sản và Thủy sản (NAFIQAD) thuộc Bộ Nông nghiệp và Phát triển Nông thôn đã ban hành công văn khẩn yêu cầu các tỉnh Nghệ An, Hà Tĩnh, Quảng Bình, Khánh Hòa, Ninh Thuận và các trung tâm vùng thực hiện lấy mẫu kiểm tra khẩn cấp chỉ tiêu an toàn thực phẩm trong muối ăn. Nguyên nhân của việc kiểm tra này là do hiện tượng cá chết bất thường xảy ra tại vùng biển các tỉnh miền Trung trong thời gian qua. Cụ thể, các địa phương có sản xuất muối phải lấy 3 mẫu muối từ 3 cơ sở sản xuất (muối sản xuất năm 2016) để phân tích các chỉ tiêu kim loại nặng bao gồm Asen (As), Cadimi (Cd), Chì (Pb) và Thủy ngân (Hg). Kết quả phân tích phải được đối chiếu với mức giới hạn tại QCVN 8-2:2011/BYT và báo cáo về NAFIQAD ngay trong ngày 20/5. NAFIQAD sẽ tổng hợp kết quả để báo cáo Bộ trưởng Bộ Nông nghiệp và Phát triển Nông thôn Cao Đức Phát, đồng thời thông tin kịp thời đến người tiêu dùng. Ngoài ra, thông tin cho thấy các tỉnh như Hà Tĩnh và Quảng Bình đang có hoạt động sản xuất muối với sản lượng đáng kể, trong đó vụ sản xuất chính bắt đầu từ tháng 5 đến tháng 8 năm nay."
vims,Cluster_037,moa_mds,moa_mds,,,,True,moa_mds,,,,,,,,,,235,380,moa_mds,lexical_centroid,openai_compatible,/data,,,,0.85,0.7081481481481483,0.46587537091988124,0.3481481481481482,rouge-score,unicode_char,2,1,max_rouge_tuple,17425,2004,10,33.781904290081,,5,80,119,0,/home/loli/projects/VDT/libs/MoA-MDS/configs/storage.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/base.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/agents/default.yaml;/home/loli/projects/VDT/libs/MoA-MDS/configs/evaluations/vims.yaml,http://vllm-gemma4-gemma-1.vietteldmp.local/v1,max_tokens,lexical_centroid,0.7,0.15,300,235,380,235,380,True,0.08,True,always,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_037_moa_graphsum/agent_log.json,/home/loli/projects/VDT/runs/moa_mds_case_studies/vims/case_studies/Cluster_037_moa_graphsum/metadata.json,"Venezuela đang đối mặt với cuộc khủng hoảng kinh tế và chính trị trầm trọng dưới thời Tổng thống Nicolas Maduro. Đất nước này đang rơi vào tình trạng thiếu hụt nhu yếu phẩm nghiêm trọng, từ thực phẩm, thuốc men đến nước sạch và điện năng do hạn hán làm cạn kiệt các hồ chứa. Việc đóng cửa của công ty lớn Empress Polar SA càng làm trầm trọng thêm tình cảnh khó khăn của người dân. Nguyên nhân chính bắt nguồn từ sự phụ thuộc quá mức vào dầu mỏ, vốn chiếm 96% kim ngạch xuất khẩu, kết hợp với tình trạng tham nhũng kéo dài khiến ngân sách bị thâm hụt và lạm phát phi mã, dự kiến lên tới 1.642% vào năm tới. Tình hình chính trị trở nên căng thẳng khi phe đối lập đang nỗ lực thu thập chữ ký để tổ chức trưng cầu dân ý buộc ông Maduro từ chức. Tuy nhiên, các rào cản từ cơ quan bầu cử do chính phủ kiểm soát đang gây khó khăn cho quy trình này. Với tỷ lệ ủng hộ giảm xuống còn 15% và tình trạng biểu tình diễn ra hàng ngày, Venezuela đang đứng trước bước ngoặt lịch sử quan trọng, nơi sự thay đổi lãnh đạo có thể diễn ra trước mốc thời gian quyết định của hiến pháp."
