dataset,sample_id,run_mode,salience,alpha,beta,gamma,use_graph,chunking,target_min_tokens,target_max_tokens,semantic_breakpoint_percentile,semantic_min_chunk_tokens,dedup_chunks,dedup_sim_threshold,dedup_require_shared_phrase,duplicate_edge_factor,community_dedup,max_summary_words,max_output_tokens,embedding_backend,embedding_model,llm,llm_model,pacsum_beta,pacsum_lambda1,pacsum_lambda2,entity_merge_threshold,rouge1,rouge2,rougeL,rouge_backend,rouge_tokenizer,reference_count,selected_reference_index,reference_selector,input_tokens,output_tokens,llm_calls,runtime_seconds,chunk_count,community_count,generated_summary
vims,Cluster_011,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.83492296404989,0.6318883174136665,0.5194424064563463,rouge-score,unicode_char,2,1,max_rouge_tuple,2494,337,1,6.868638701969758,8,1,"Ngày 19/5, tại Trung tâm Pháp y Đà Nẵng, Khoa Y dược (ĐH Đà Nẵng) long trọng tổ chức lễ Macchabée để tri ân những người đã hiến xác cho sự nghiệp đào tạo và nghiên cứu y khoa. Đây là lần đầu tiên lễ Macchabée được tổ chức tại Đà Nẵng. Trong buổi lễ, khoảng 300 sinh viên Khoa Y dược mặc áo Blue, tự tay làm đài sen giấy và rải hoa cúc vàng dọc lối dẫn vào nhà đặt thi hài để bày tỏ lòng biết ơn đối với những ""người thầy thầm lặng"". Lễ Macchabée có nguồn gốc từ phương Tây vào đầu thế kỷ XVI, mang tên một bác sĩ người Pháp có công lớn với bộ môn Giải phẫu học. Tại Việt Nam, nghi lễ này từng được tổ chức từ đầu thế kỷ 20 và được khôi phục vào năm 1990 tại Trường ĐH Y dược TP.HCM. Lãnh đạo Khoa Y dược và các giảng viên đã đọc văn tế, dâng hoa và hương để tưởng nhớ những thi hài quý giá phục vụ cho bộ môn Giải phẫu học. Bác sĩ Nguyễn Đăng Quốc Chấn và TS. BS Phan Thế Phước Long nhấn mạnh rằng hành động hiến xác là việc làm cao đẹp, cung cấp những tài sản vô giá cho việc đào tạo bác sĩ."
vims,Cluster_012,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8519269776876267,0.6310088016249155,0.3624070317782286,rouge-score,unicode_char,2,0,max_rouge_tuple,9952,1221,4,23.582536522997543,19,3,"Công an huyện Phú Giáo, tỉnh Bình Dương vừa bắt giữ Nguyễn Thanh Sơn (SN 1991, ngụ huyện Bàu Bàng) và Trương Thị Hồng Nhung (SN 1994, ngụ huyện Phú Giáo) về hành vi cướp tài sản. Vụ việc bắt đầu từ chiều ngày 18/5 khi lực lượng chức năng nhận tin báo về một vụ cướp giật tại xã Tam Lập do một cặp nam nữ sử dụng roi điện thực hiện. Sau khi huy động lực lượng chốt chặn và truy xét, công an đã bắt giữ hai đối tượng tại một khu nhà trọ vào khoảng 24 giờ cùng ngày cùng với tang vật. Qua điều tra ban đầu, cả hai đối tượng đều là người nghiện ma túy. Từ đầu năm 2016 đến nay, Sơn và Nhung đã thực hiện trót lọt 12 vụ cướp, cướp giật tài sản trên địa bàn huyện Bàu Bàng và huyện Phú Giáo bằng thủ đoạn dùng roi điện, dao hoặc cây gỗ để đe dọa nạn nhân trên các cung đường vắng vào đêm khuya hoặc sáng sớm. Một số vụ việc điển hình xảy ra vào ngày 3/5, 8/5 và 9/5 đã gây ảnh hưởng nghiêm trọng đến sức khỏe và tài sản của người dân. Hiện cơ quan công an đang tiếp tục điều tra mở rộng vụ án để xử lý các đối tượng theo quy định của pháp luật."
vims,Cluster_013,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8002213613724406,0.5950138504155125,0.38406198118428336,rouge-score,unicode_char,2,1,max_rouge_tuple,16271,1318,4,28.311967300949618,34,3,"Năm 2016, giải báo chí toàn quốc về xây dựng Đảng mang tên ""Búa liềm vàng"" lần đầu tiên được phát động nhằm thực hiện Nghị quyết Đại hội XII của Đảng. Giải thưởng nhằm tôn vinh các tác phẩm báo chí xuất sắc trên các phương diện chính trị, tư tưởng, tổ chức và đạo đức, qua đó xây dựng Đảng trong sạch, vững mạnh, ngăn chặn sự suy thoái về tư tưởng chính trị, đạo đức, lối sống và nâng cao năng lực cầm quyền của Đảng. Giải được tổ chức bởi Ban Tổ chức Trung ương phối hợp với Tạp chí Cộng sản và Đài Truyền hình Việt Nam với kinh phí từ các nguồn tài trợ hợp pháp. Tại buổi họp báo, Ủy viên Bộ Chính trị Phạm Minh Chính nhấn mạnh vai trò then chốt của báo chí trong việc cụ thể hóa Cương lĩnh, Nghị quyết và phản ánh thực tiễn để đẩy lùi tiêu cực, tham nhũng, lãng phí. Bộ trưởng Bộ Thông tin và Truyền thông Trương Minh Tuấn bổ sung rằng báo chí cần bám sát cơ sở, phản ánh gương sáng của Đảng viên và phối hợp đồng bộ để nâng cao vị thế của Đảng."
vims,Cluster_014,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.7767272727272727,0.5579024034959943,0.4087272727272728,rouge-score,unicode_char,2,1,max_rouge_tuple,8475,943,3,18.087648591957986,15,2,"Cô Kim Yo-jong, em gái của lãnh đạo Triều Tiên Kim Jong-un, hiện vẫn đang trong tình trạng độc thân, bác bỏ các tin đồn về việc cô kết hôn với con trai Bí thư Đảng Lao động Choe Ryong-hae hoặc một quan chức trẻ. Thông tin này được xác nhận bởi một người Triều Tiên đào tẩu năm 2015 và hồi ký của đầu bếp Kenji Fujimoto. Thực tế, con trai ông Choe Ryong-hae đã qua đời trong một tai nạn giao thông vào tháng 1/2013, khiến các giả thuyết về việc cô kết hôn với người này trở nên không khả thi. Trước đó, vào tháng 9/2012, ông Jang Song-thaek đã lập kế hoạch tìm kiếm cháu rể cho cô từ danh sách 30 sinh viên ưu tú, có ngoại hình nổi bật, chiều cao trên 1,75m và từng phục vụ trong quân đội. Tuy nhiên, kế hoạch này bị đình chỉ vô thời hạn sau khi ông Jang bị xử tử vào cuối năm 2013. Hiện nay, ở tuổi 29, cô Kim Yo-jong là người phụ nữ quyền lực nhất nước, giữ chức Phó ban Tuyên giáo của Đảng Lao động Triều Tiên từ năm 2014. Cô đảm nhiệm vai trò cố vấn chính trị, quản lý lịch trình và các hoạt động hậu cần cho anh trai mình."
vims,Cluster_015,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.7693452380952381,0.5126676602086438,0.34821428571428575,rouge-score,unicode_char,2,1,max_rouge_tuple,2776,297,1,6.18078627192881,8,1,"Triều Tiên đang triển khai chiến dịch quốc gia ""Nói không với thuốc lá"" nhằm giảm tỷ lệ hút thuốc vốn ở mức cao tại quốc gia này. Theo hãng thông tấn KCNA, chương trình bao gồm việc thiết lập các trạm khảo sát trên toàn quốc, tư vấn về tác hại của thuốc lá theo khuyến cáo của WHO, và thu hẹp diện tích trồng cây thuốc lá. Chính quyền cũng quy định việc sản xuất thuốc lá chỉ được thực hiện tại các nhà máy được cấp phép với yêu cầu in cảnh báo rõ ràng trên bao bì. Một điểm nhấn quan trọng của chiến dịch là việc nhà lãnh đạo Kim Jong-un, người vốn được biết đến là nghiện thuốc nặng từ năm 15 tuổi, tuyên bố bỏ thuốc lá hơn 2 tháng kể từ tháng 3 năm nay. Tuy nhiên, các nguồn tin từ Hàn Quốc và các chuyên gia như Michael Madden bày tỏ sự hoài nghi về việc ông Kim thực sự bỏ thuốc, cho rằng đây có thể là nỗ lực tuyên truyền hoặc mục đích làm gương cho con gái. Dù vậy, số liệu từ WHO cho thấy tỷ lệ nam giới hút thuốc tại Triều Tiên đã giảm từ 90% vào những năm 1990 xuống còn 43,9% vào năm 2014."
vims,Cluster_016,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8274932614555257,0.6288798920377868,0.4191374663072776,rouge-score,unicode_char,2,0,max_rouge_tuple,3685,271,1,6.680511779035442,10,1,"Ngày 19/5, các Ngoại trưởng của 28 quốc gia thành viên NATO và Thủ tướng Montenegro Milo Djukanovic đã ký nghị định thư kết nạp Montenegro trở thành thành viên thứ 29 của liên minh quân sự này. Việc gia nhập được coi là bước đệm quan trọng để đảm bảo ổn định khu vực, mặc dù quá trình phê chuẩn chính thức có thể kéo dài đến năm 2017. Trong thời gian chờ đợi, Montenegro sẽ tham gia các hoạt động của NATO với tư cách quan sát viên. Phản ứng từ phía Nga rất gay gắt. Ông Peskov và bà Maria Zakharova lên án việc mở rộng của NATO là ""tiến trình tiêu cực"", nhằm thay đổi bối cảnh chính trị châu Âu và xâm phạm quyền lợi chiến lược của Nga. Nga đe dọa áp đặt các biện pháp trừng phạt kinh tế và thương mại đối với Montenegro nếu nước này gia nhập mà không qua trưng cầu ý dân. Tuy nhiên, một số chuyên gia nhận định việc kết nạp một quốc gia nhỏ như Montenegro không phải là thách thức lớn đối với Nga. Trong khi đó, Tổng thư ký NATO Jens Stoltenberg khẳng định mọi quốc gia có quyền tự chọn tương lai và bác bỏ các biện pháp trừng phạt của Nga là không chính đáng."
vims,Cluster_017,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8725176169122358,0.6260423348300193,0.43433696348494555,rouge-score,unicode_char,2,0,max_rouge_tuple,4356,781,3,14.564811872085556,10,2,"Vào khoảng 18h30 ngày 18/5 (giờ địa phương), một vụ tấn công kinh hoàng đã xảy ra tại một công viên ở thị trấn Blyth, hạt Northumberland, Anh, khiến 14 trẻ em bị thương. Theo lời kể của nhân chứng Sheryl Allison, một con chó sục bò Staffordshire màu nâu cam đã được một người phụ nữ lạ mặt tháo xích và rọ mõm, sau đó con vật này lao vào tấn công trẻ em và phụ huynh một cách điên cuồng trong suốt 45 phút. Hiện trường được mô tả như một ""vụ khủng bố"" với những đứa trẻ nằm la liệt trên bãi cỏ. Cuộc tấn công chỉ dừng lại khi một người cha nhảy vào khống chế và đè con chó xuống đất cho đến khi cảnh sát Northumbria đến hiện trường. Các nhân viên y tế đã thiết lập trạm phân loại tình trạng khẩn cấp tại chỗ để xử lý vết thương trước khi chuyển nạn nhân đi cấp cứu. Trong số 14 trẻ em bị thương, có 9 bé phải nhập viện nhưng may mắn là không có trường hợp nào bị thương nặng. Hiện tại, cảnh sát đã kiểm soát được con vật và đang tích cực truy tìm chủ sở hữu, đồng thời nỗ lực trấn an cư dân và các gia đình trong khu vực."
vims,Cluster_018,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.824016563146998,0.5501036627505184,0.3643892339544514,rouge-score,unicode_char,2,0,max_rouge_tuple,8690,970,3,19.42316425999161,16,2,"Nhiều vụ việc thương tâm về việc tử vong do ngộ độc thịt cóc đã xảy ra tại Việt Nam, điển hình là các trường hợp tại Đắk Lắk, Yên Bái, Quảng Ngãi và Đồng Tháp. Nguyên nhân chính là do người tiêu dùng ăn phải các bộ phận chứa độc tố cực mạnh như da, mắt, tủy sống, nội tạng hoặc trứng của cóc. Cụ thể, tại Đồng Tháp, bé Trần Nguyễn Hoài Nam (4 tuổi) đã tử vong vào tối ngày 17/5 do ăn phần gan và bao tử cóc chưa được loại bỏ độc tố Bufotoxine trong món khổ qua xào. Tại Đắk Lắk vào tháng 12/2015, hai bé gái cũng tử vong sau khi ăn thịt cóc nấu cùng trứng. Các chuyên gia y tế cảnh báo thịt cóc chứa độc tố tetrodotoxin và bufotenin có thể gây suy hô hấp, rối loạn thần kinh và tử vong nhanh chóng. Triệu chứng ngộ độc thường xuất hiện từ 30 phút đến 2 giờ sau khi ăn, bao gồm nôn ói, đau bụng, hoa mắt, chân tay lạnh và tím tái. Để phòng ngừa, người dân được khuyến cáo tuyệt đối không nên ăn thịt cóc, đặc biệt là trẻ nhỏ. Nếu sử dụng, phải đảm bảo loại bỏ sạch da, nhựa và tuyệt đối không ăn nội tạng hay trứng."
vims,Cluster_019,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8824638592080453,0.6544996853366898,0.4726587052168447,rouge-score,unicode_char,2,1,max_rouge_tuple,7453,998,3,19.252288621035405,12,2,"Ngày 19/5, Tòa án nhân dân tỉnh Kiên Giang đã tuyên phạt bị cáo Nguyễn Ngọc Nguyên (31 tuổi, ngụ TP. Rạch Giá) mức án tù chung thân về tội “Giết người”. Vụ án xảy ra vào chiều ngày 23/12/2015 tại xã Vĩnh Hòa Hiệp, huyện Châu Thành. Sau khi nhậu cùng bạn bè, Nguyên về nhà vợ là chị Lê Thị Hậu (22 tuổi) và xảy ra mâu thuẫn về chuyện tiền bạc. Trong cơn nóng giận, Nguyên dùng dao bầu dài khoảng 30cm chém liên tục nhiều nhát vào đầu và cổ khiến chị Hậu tử vong tại chỗ. Khi bà Trần Thị Giêng (48 tuổi), mẹ ruột của nạn nhân, chạy đến can ngăn, Nguyên tiếp tục vung dao chém nhiều nhát vào vai và lưng khiến bà bị thương nặng trước khi bỏ trốn. Sau gây án, Nguyên về nhà cha mẹ ruột và ra đầu thú với cơ quan công an vào khoảng 22 giờ cùng ngày. Tại tòa, Nguyên khai đã chung sống với chị Hậu từ năm 2009 và có hai con trai nhỏ hiện đang được bà ngoại nuôi dưỡng. Nguyên trước đó đã từng có hai đời vợ và các con riêng. Tòa án xác định hành vi của Nguyên có hai tình tiết tăng nặng là “giết nhiều người” và “có tính chất côn đồ”."
vims,Cluster_020,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.7991513437057992,0.5538243626062322,0.3988684582743989,rouge-score,unicode_char,2,0,max_rouge_tuple,10017,1307,4,24.059959745965898,15,3,"Tình trạng cá chết hàng loạt trên kênh Nhiêu Lộc - Thị Nghè đã được ghi nhận nghiêm trọng từ ngày 17-5 đến 18-5, với lượng cá chết ước tính lên đến 80 tấn tính đến sáng 19-5. Nguyên nhân chính được xác định do ô nhiễm hữu cơ và khí độc (như NH3, NH4) sau cơn mưa đầu mùa ngày 16-5 cuốn rác thải từ cống rãnh xuống kênh, kết hợp với độ pH và nhiệt độ nước cao. Hiện tượng này gây mùi hôi thối nồng nặc, ảnh hưởng trực tiếp đến đời sống và kinh doanh của người dân tại 5 quận trung tâm. Để khắc phục, các lực lượng chức năng đã huy động 250 lao động cùng hàng chục tàu, ca nô và sà lan để vớt cá suốt đêm. Toàn bộ cá chết được đưa về bãi rác Đa Phước (huyện Bình Chánh) để xử lý và phun thuốc khử trùng. Đồng thời, cơ quan chức năng đã rải hơn 30 tấn chế phẩm sinh học zeolite cùng 100kg oxygen hòa tan để làm sạch nguồn nước, khử mùi và tăng oxy. Đến trưa 19-5, tình trạng cá chết tạm dừng ở một số đoạn nhưng khu vực đầu nguồn vẫn còn trào khí và bùn đen. Chi cục Thủy sản kiến nghị UBND TP.HCM tìm giải pháp lâu dài cho tình trạng cá chết lặp lại hàng năm."
vims,Cluster_021,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8410646387832701,0.6793602437166795,0.5946768060836503,rouge-score,unicode_char,2,1,max_rouge_tuple,1217,295,1,5.9614459939766675,8,1,"Nhằm đảm bảo tuyệt đối an ninh hàng không trong dịp bầu cử đại biểu Quốc hội khóa XIV và bầu cử đại biểu HĐND các cấp nhiệm kỳ 2016-2021, Cục Hàng không Việt Nam yêu cầu các đơn vị áp dụng các biện pháp bảo vệ nghiêm ngặt từ ngày 20/5 đến ngày 25/5. Các biện pháp bao gồm tăng cường tuần tra, giám sát khu vực hạn chế của cảng hàng không, hạn chế người vào khu vực này để đón tiễn khách, đồng thời đẩy mạnh phỏng vấn và đối chiếu giấy tờ nhân thân của hành khách khi làm thủ tục. Đặc biệt, hành khách bắt buộc phải tháo giày và áo khoác để đưa qua máy soi chiếu tia X. Về quản lý hành lý, Cục yêu cầu giám sát liên tục bằng camera hoặc nhân viên từ lúc tiếp nhận đến khi đưa lên tàu bay; hành lý ký gửi không có người đi cùng phải được kiểm tra trực quan sau khi soi chiếu. Đối với tàu bay đỗ ban đêm, đơn vị phải bố trí tại khu vực có chiếu sáng, giám sát bằng camera và tăng tần suất tuần tra, phát thanh yêu cầu hành khách không rời xa hành lý."
vims,Cluster_022,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8530805687203792,0.5884745762711864,0.39268788083953954,rouge-score,unicode_char,2,0,max_rouge_tuple,10268,1301,4,24.478302801959217,16,3,"Sáng ngày 20/5, tại xã An Hải, huyện đảo Lý Sơn, tỉnh Quảng Ngãi, 318 cử tri là lực lượng vũ trang đóng quân trên đảo đã hoàn thành việc bỏ phiếu bầu cử đại biểu Quốc hội và Hội đồng nhân dân các cấp nhiệm kỳ 2016-2021. Đây là điểm bầu cử sớm nhất tại Quảng Ngãi, được Hội đồng Bầu cử quốc gia cho phép tổ chức trước 2 ngày nhằm đảm bảo các chiến sĩ có thể hoàn thành nhiệm vụ bảo vệ trật tự an toàn cho ngày bầu cử chính thức vào 22/5. Tại khu vực bầu cử số 8, quá trình bỏ phiếu diễn ra dân chủ, đúng luật và an toàn với sự tham gia của các đơn vị như Cơ quan quân sự huyện Lý Sơn, Trạm ra đa 18, Trạm ra đa 550, Tiểu đoàn 1- Lữ đoàn 270 công binh, Cảnh sát biển vùng 2 và Trạm đèn biển Lý Sơn. Toàn huyện Lý Sơn có 8 đơn vị bầu cử với 22 tổ bầu cử và khoảng 16.640 cử tri, trong đó có gần 3.000 ngư dân đang làm ăn trên biển. Tại xã Phà Đánh, công tác bầu cử cũng diễn ra sôi nổi với sự tham gia của cử tri cao tuổi nhất là ông Lương Văn Thoong (sinh năm 1921)."
vims,Cluster_023,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.9008885850991113,0.6611909650924025,0.47436773752563227,rouge-score,unicode_char,2,0,max_rouge_tuple,1831,302,1,6.273408547975123,9,1,"Bộ Thương mại Mỹ đã nâng thuế nhập khẩu thép Trung Quốc lên mức 522%, tập trung vào các mặt hàng thép cuộn cán nguội dùng trong sản xuất ô tô, đóng tàu và xây dựng. Quyết định này diễn ra trong bối cảnh căng thẳng thương mại leo thang giữa Washington và Bắc Kinh. Các công ty thép lớn của Mỹ đã kiến nghị Ủy ban Thương mại Quốc tế (ITC) cấm nhập khẩu toàn bộ thép từ Trung Quốc, sau khi khoảng 12.000 công nhân Mỹ bị sa thải trong năm ngoái do sự cạnh tranh gay gắt. Trong khi Mỹ cáo buộc Trung Quốc bán phá giá kim loại dư thừa gây thiệt hại cho đối thủ, Bắc Kinh cho rằng sự suy giảm kinh tế là nguyên nhân khiến ngành thép gặp khó và họ đã có biện pháp giảm sản lượng. Tuy nhiên, Trung Quốc vẫn kiên trì hỗ trợ các công ty sản xuất thép nội địa để phục hồi kinh tế và công bố cắt giảm 500.000 việc làm tại các nhà máy thép trong nước. Ngoài ra, Bộ Thương mại Mỹ cũng áp thuế chống bán phá giá 71% đối với thép cuộn cán nguội từ Nhật Bản."
vims,Cluster_024,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8749229821318546,0.6366440468846392,0.4251386321626617,rouge-score,unicode_char,2,0,max_rouge_tuple,6460,970,3,18.649120139074512,13,2,"Báo cáo của Nielsen công bố ngày 19/5 cho thấy người tiêu dùng Việt Nam hiện là nhóm có xu hướng tiết kiệm cao nhất thế giới với tỷ lệ 78%, vượt qua các quốc gia như Indonesia (75%) và Philippines (69%). Trong bối cảnh chi phí sinh hoạt tăng cao, khoảng 82% người Việt đã điều chỉnh thói quen chi tiêu trong 12 tháng qua để cắt giảm các khoản như quần áo mới, giải trí và hóa đơn điện nước. Tuy nhiên, sau khi trang trải các nhu cầu thiết yếu, người dân vẫn sẵn sàng chi tiêu cho du lịch (38%), giải trí (34%), công nghệ mới (32%) và trang hoàng nhà cửa (31%). Bà Nguyễn Hương Quỳnh, Tổng Giám đốc Nielsen Việt Nam, nhận định người tiêu dùng hiện không chỉ dừng lại ở mức ""đủ ăn, đủ mặc"" mà đang khao khát một cuộc sống tốt đẹp hơn. Sự lạc quan này được củng cố bởi cơ cấu dân số trẻ và sự gia tăng số lượng sinh viên tốt nghiệp đại học. Trong quý I/2016, chỉ số niềm tin của người tiêu dùng Việt Nam đạt 109 điểm, tăng 1 điểm so với quý IV/2015 và đứng thứ 5 toàn cầu."
vims,Cluster_025,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8770764119601329,0.6653359946773121,0.4491694352159468,rouge-score,unicode_char,2,0,max_rouge_tuple,16557,2159,6,40.993406640016474,39,5,"Tập đoàn Hoa Sen đã chính thức khởi công dự án Khu trung tâm thương mại, khách sạn Hoa Sen Yên Bái vào ngày 19/05/2016. Đây là dự án bất động sản, dịch vụ và du lịch đầu tiên của tập đoàn, đánh dấu bước tiến mới của doanh nghiệp hàng đầu lĩnh vực tôn thép tại Việt Nam và Đông Nam Á. Dự án tọa lạc tại vị trí đắc địa thuộc phường Đồng Tâm, thành phố Yên Bái, trên khu đất 1,5 ha với tổng vốn đầu tư dự kiến 1.200 tỷ đồng. Công trình bao gồm một tòa nhà 15 tầng với diện tích sàn trên 74.000m², tích hợp đa dạng hạng mục như trung tâm thương mại, trung tâm hội nghị, khách sạn 4 sao, nhà hàng tiệc cưới, quán café và căn hộ cao cấp. Kiến trúc dự án là sự kết hợp giữa vẻ đẹp núi rừng Tây Bắc với biểu tượng hoa sen, lấy cảm hứng từ ruộng bậc thang Mù Cang Chải. Dự án được triển khai qua hai giai đoạn: giai đoạn 1 (tháng 5/2016 - tháng 6/2017) xây dựng hạ tầng cơ bản và khách sạn thấp tầng; giai đoạn 2 (tháng 6/2019 - tháng 6/2020) hoàn thiện khách sạn cao tầng và căn hộ."
vims,Cluster_026,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8557758031442242,0.5927446954141,0.44019138755980863,rouge-score,unicode_char,2,0,max_rouge_tuple,7539,1039,3,19.490703502087854,16,2,"Dự án PHUMY Complex tọa lạc tại Lô N01 – T4, Khu đô thị Đoàn Ngoại Giao, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội, liền kề Siêu đô thị Starlake. Với quy hoạch trở thành trung tâm kinh tế, hành chính và văn hóa mới, dự án sở hữu tổng diện tích xây dựng 40.260m2 với 35 tầng chức năng hiện đại. Tòa nhà cung cấp 287 căn hộ hạng sang có diện tích linh hoạt từ 87m2 đến 211m2, cùng khu văn phòng hạng A từ tầng 2 đến tầng 5. Tầng 1 được bố trí khu vực lễ tân, phòng sinh hoạt cộng đồng và các shop thời trang, trong khi các tầng trên tích hợp tiện ích đẳng cấp năm sao như phòng gym, bể bơi và Bar-café. Về hạ tầng, tòa nhà có 03 tầng hầm diện tích 9.240m2 và hệ thống 05 thang máy chở khách cùng 01 thang hàng tốc độ cao. Cư dân tại đây được hưởng lợi từ các tiện ích gộp của Quần thể Ngoại Giao Đoàn như trung tâm thương mại, trường học và công viên. Với vị trí đắc địa phía Tây thủ đô, dự án nằm trong bán kính chưa đầy 3 km tới cầu Thăng Long, cầu Nhật Tân, Hồ Tây và Đại học Quốc gia."
vims,Cluster_027,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,235,380,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8535754824063565,0.5704545454545454,0.3643586833144154,rouge-score,unicode_char,2,1,max_rouge_tuple,11224,1263,4,24.3900646220427,21,3,"Jean Liu, nữ Chủ tịch 38 tuổi của Didi Chuxing, là con gái của nhà sáng lập Lenovo Liu Chuanzhi và là một trong những giám đốc quản lý trẻ tuổi nhất tại Goldman Sachs trước khi gia nhập Didi Dache vào năm 2014. Với nền tảng học vấn từ Đại học Peking và thạc sĩ tại Harvard, bà đã dẫn dắt Didi Chuxing đạt được những bước tiến đột phá sau khi thúc đẩy thương vụ sáp nhập với Kuaidi Dache vào tháng 2/2015. Dưới sự lãnh đạo của bà, công ty đã mở rộng quy mô nhân sự từ 700 lên 5.000 người trong chưa đầy 1,5 năm, đồng thời ký kết thỏa thuận đầu tư trị giá 1 tỷ USD với Apple vào tháng 5/2016. Hiện nay, Didi Chuxing phục vụ hơn 300 triệu người dùng với 14 triệu lái xe đăng ký tại hơn 400 thành phố, thống trị thị trường gọi taxi tại Trung Quốc và đẩy đối thủ Uber vào thế yếu. Ngoài thành tựu kinh doanh, Jean Liu từng được Fortune bình chọn là một trong 25 nữ doanh nhân có ảnh hưởng nhất Trung Quốc và vinh dự đại diện quốc gia cầm đuốc tại Thế vận hội mùa hè ở Rio de Janeiro 2016. Bà khẳng định thành công của Didi dựa trên sự hiểu biết sâu sắc về địa phương và tinh thần kiên trì."
