dataset,sample_id,run_mode,salience,alpha,beta,gamma,use_graph,chunking,target_min_tokens,target_max_tokens,semantic_breakpoint_percentile,semantic_min_chunk_tokens,dedup_chunks,dedup_sim_threshold,dedup_require_shared_phrase,duplicate_edge_factor,community_dedup,max_summary_words,max_output_tokens,embedding_backend,embedding_model,llm,llm_model,pacsum_beta,pacsum_lambda1,pacsum_lambda2,entity_merge_threshold,rouge1,rouge2,rougeL,rouge_backend,rouge_tokenizer,reference_count,selected_reference_index,reference_selector,input_tokens,output_tokens,llm_calls,runtime_seconds,chunk_count,community_count,generated_summary
vn_mds,cluster_108,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,180,300,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8851634534786254,0.6297229219143576,0.5163453478625316,rouge-score,unicode_char,2,0,max_rouge_tuple,1279,218,1,4.4775951789924875,4,1,"Khoảng 11h30 ngày 1/11, tại đường Lý Thường Kiệt, thị trấn Ngãi Giao, huyện Châu Đức, tỉnh Bà Rịa – Vũng Tàu, anh Trần Ngọc Vũ (41 tuổi) và con trai Trần Ngọc Hiếu (16 tuổi) đang đi xe máy thì bị một sợi cáp điện hạ thế móc vào cổ, kéo ngã xuống đường gây thương tích nghiêm trọng. Nguyên nhân do nhóm thợ thuộc Công ty Tâm Tiến đang thi công chôn trụ và kéo cáp nhưng không đặt biển cảnh báo. Anh Vũ cho biết dù thấy sợi cáp nằm trên đường nhưng do nhóm thợ bất ngờ kéo căng khiến ông không kịp phản ứng. Sau khi được người dân đưa đến Trung tâm Y tế huyện Châu Đức, do vết cắt sâu ở cổ họng, cha con ông Vũ đã được chuyển lên bệnh viện tuyến trên để tiếp tục điều trị. Phía điện lực Châu Đức có nhiệm vụ giám sát an toàn điện để ký biên bản nghiệm thu trong quá trình thi công."
vn_mds,cluster_109,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,180,300,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8294434470377019,0.5593525179856116,0.40215439856373425,rouge-score,unicode_char,2,1,max_rouge_tuple,3785,250,1,5.948579714051448,7,1,"Ngày 1/11, Công an TP. Thủ Dầu Một, tỉnh Bình Dương tạm giữ Phạm Anh Cường (trú quận Bình Thạnh, TP. HCM) để điều tra hành vi trộm cắp tài sản. Cường là bảo vệ tại bãi giữ xe nhà hàng Dream (phường Chánh Nghĩa, TP. Thủ Dầu Một). Đêm 30/10, Cường đã cạy cửa ô tô của anh Nguyễn Thanh Quang để lấy hơn 100 triệu đồng tiền mặt rồi bỏ trốn. Sau khi anh Quang báo tin, ""hiệp sĩ"" Nguyễn Thanh Hải cùng đồng đội đã phối hợp truy tìm. Đến 22h ngày 31/10, các ""hiệp sĩ"" mai phục và khống chế Cường tại nhà trọ ở phường Bình Hòa, thị xã Thuận An. Tại đây, Cường giao nộp hơn 81 triệu đồng và khai số tiền còn lại đã dùng để trả nợ và ăn xài. Cường cũng thừa nhận đã dùng hồ sơ giả để xin việc. Trên đường dẫn giải, Cường định hối lộ ""hiệp sĩ"" bằng xe máy nhưng không thành."
vn_mds,cluster_11,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,180,300,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8370118845500849,0.564625850340136,0.45161290322580644,rouge-score,unicode_char,2,0,max_rouge_tuple,2633,230,1,5.056805178988725,4,1,"Vào ngày 21/10, một vụ đánh bom tự sát tại khu vực phía Nam Volgograd, Nga đã khiến ít nhất 7 người thiệt mạng (bao gồm cả thủ phạm) và hơn 30 người khác bị thương. Thủ phạm được xác định là Naida Asiyalova (30 tuổi), một phụ nữ người Dagestan theo Hồi giáo cực đoan. Lực lượng an ninh Nga đang truy nã chồng cô, Dmitry Sokolov, một chuyên gia chất nổ của phiến quân Hồi giáo, người được cho là đã chuẩn bị thuốc nổ và giao nhiệm vụ cho vợ. Các điều tra viên cho biết mục tiêu ban đầu của nhóm khủng bố là Moscow, nhưng Asiyalova đã kích hoạt bom trên một xe buýt tại Volgograd khi đang trên đường đến Moscow. Vụ tấn công này là cuộc tấn công dân sự đầu tiên ngoài khu vực Bắc Caucasus, làm gia tăng lo ngại về làn sóng khủng bố trước Thế vận hội mùa Đông 2014 tại Sochi. Các đồng phạm khác hiện đã ở Moscow để chờ chỉ thị tiếp theo."
vn_mds,cluster_110,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,180,300,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.9022939677145285,0.7182978723404255,0.6389124893797792,rouge-score,unicode_char,2,1,max_rouge_tuple,2542,296,1,5.982747980044223,5,1,"Ngày 1/11, Công an quận 9, TP.HCM đã khởi tố vụ án và ra quyết định truy nã đối với Huỳnh Ngọc Hùng (SN 1965, ngụ tỉnh Vĩnh Long) về hành vi “trộm cắp tài sản”. Theo điều tra, vào tháng 5/2013, ông Bùi Tiến D (SN 1953) thuê Hùng làm vườn và cho ăn ở tại nhà ở phường Long Phước, quận 9. Do Hùng thể hiện sự siêng năng, ông D tin tưởng giao cho đối tượng trông coi nhà cửa khi ông đi vắng. Tuy nhiên, vào tháng 9/2013, khi ông D đi công tác tại Hà Nội, Hùng đã lợi dụng để thuê xe tải lấy trộm toàn bộ đồ đạc có giá trị trong nhà. Sau khi trộm cắp, Hùng còn quay lại trung tâm giới thiệu việc làm tại quận Tân Bình để xóa bỏ thông tin cá nhân nhằm che giấu hành vi. Đến ngày 15/10, ông D phát hiện tài sản mất và trình báo công an."
vn_mds,cluster_111,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,180,300,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8808007279344858,0.6946216955332726,0.651501364877161,rouge-score,unicode_char,2,1,max_rouge_tuple,1322,219,1,3.934844520059414,3,1,"Vào hồi 14h ngày 1/11, người dân đi dạo quanh khu vực hồ Linh Đàm, quận Hoàng Mai, Hà Nội đã phát hiện xác một nam thanh niên chết trong tư thế treo cổ trên cành cây tại một hòn đảo giữa hồ. Nạn nhân được xác định trong độ tuổi từ 25-28 tuổi, trong tình trạng cởi trần và mặc quần dài màu đen. Do hòn đảo cách bờ từ 100m đến 300m và hồ có độ sâu từ 5-6m, việc tiếp cận hiện trường đòi hỏi phải bơi hoặc sử dụng thuyền. Theo lời kể của người dân, nạn nhân có thể đã bơi ra đảo và tự tử vì dù có người phát hiện cũng không kịp cứu. Lực lượng công an đã nhanh chóng sử dụng thuyền để tiếp cận, đưa nạn nhân vào bờ để tiến hành khám nghiệm hiện trường, xác minh danh tính và điều tra nguyên nhân cái chết. Hiện tại, vẫn chưa có người nhà đến nhận xác."
vn_mds,cluster_112,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,180,300,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8327939590075512,0.5621621621621622,0.401294498381877,rouge-score,unicode_char,2,1,max_rouge_tuple,1959,267,1,5.249212061986327,4,1,"Liên tiếp các vụ tai nạn giao thông nghiêm trọng xảy ra trên Quốc lộ 1A trong thời gian ngắn. Khoảng 3 giờ 30 sáng, tại giao lộ Quốc lộ 1A - Hương Lộ 2, xe máy do Danh Thái Sơn (18 tuổi, Sóc Trăng) điều khiển với tốc độ nhanh đã va chạm với xe máy của Huỳnh Ngọc Vàng (21 tuổi, Bình Tân). Cú va chạm mạnh khiến xe bị hất văng, làm Danh Thái Sơn tử vong tại chỗ và hai thanh niên khác bị thương nhẹ. Đến 10 giờ 45 phút ngày 1-11, tại thị xã Dĩ An, Bình Dương, xe đầu kéo do Nguyễn Tuyển Long (49 tuổi) điều khiển bị lạc tay lái, cuốn vào dải phân cách và biển báo giao thông nhưng không có thương vong."
vn_mds,cluster_113,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,180,300,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8563734290843806,0.6258992805755397,0.5008976660682226,rouge-score,unicode_char,2,1,max_rouge_tuple,2371,243,1,5.467531510046683,7,1,"Sáng ngày 29/10, anh Nguyễn Hoàng Quốc (33 tuổi, trú tại phường Long Thạnh Mỹ, quận 9) trình báo bị kẻ gian đột nhập vào nhà lấy trộm tài sản trị giá gần 100 triệu đồng, bao gồm 1 iPad, 2 máy tính xách tay, 6 điện thoại di động và các vật dụng khác. Nhờ chiếc iPad có cài đặt hệ thống định vị GPS và thông tin tài khoản do nạn nhân cung cấp, Công an quận 9 đã lần theo dấu vết và bắt được tín hiệu tại một phòng trọ ở phường Hiệp Bình Chánh, quận Thủ Đức. Tại đây, lực lượng chức năng thu hồi toàn bộ tài sản bị mất từ phòng trọ của Nguyễn Thị Bích Hạnh. Hạnh khai số tài sản do đối tượng tên Hiếu đưa cho để cất giữ. Qua điều tra, Công an xác định chồng của Hạnh là Trần Văn Chương (24 tuổi) cùng đối tượng Hiếu có liên quan đến vụ trộm nhưng hiện đã bỏ trốn."
vn_mds,cluster_114,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,180,300,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8581375108790253,0.5841325196163906,0.38294168842471715,rouge-score,unicode_char,2,0,max_rouge_tuple,3087,252,1,5.530626346007921,5,1,"Vào lúc 16h ngày 16/10, chiếc máy bay ATR-72 của hãng Lao Airlines đã gặp tai nạn thảm khốc tại Pakse, miền Nam Lào, lao xuống sông Mekong cách sân bay 7km do thời tiết xấu từ bão Nari. Vụ tai nạn khiến toàn bộ 49 người trên máy bay thiệt mạng, bao gồm 5 thành viên phi hành đoàn và 44 hành khách đến từ 11 quốc gia, trong đó có 5 người gốc Việt. Hiện tại, lực lượng cứu nạn đã vớt được 43 thi thể, bao gồm 3 nạn nhân người Thái Lan đã được nhận dạng và đưa về nước. Hộp đen máy bay đã được tìm thấy và gửi đến nhà sản xuất ATR tại Pháp để phân tích nguyên nhân. Các gia đình nạn nhân Thái Lan đang yêu cầu bồi thường 500.000 USD mỗi người, trong khi hãng hàng không cam kết bồi thường ban đầu 5.000 USD."
vn_mds,cluster_115,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,180,300,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8361669242658423,0.5619195046439629,0.43740340030911895,rouge-score,unicode_char,2,1,max_rouge_tuple,9413,992,4,19.03987400198821,14,3,"Ngày 31-10, Công an TP Hà Nội khởi tố và bắt tạm giam bác sĩ Nguyễn Mạnh Tường (40 tuổi, Giám đốc Thẩm mỹ viện Cát Tường) và đồng phạm Đào Quang Khánh (17 tuổi) về hành vi ""Vi phạm quy định về khám bệnh, chữa bệnh..."" và ""Xâm phạm thi thể"". Vụ việc bắt đầu từ tối 19-10 khi chị Lê Thị Thanh Huyền (SN 1974) tử vong sau khi thực hiện phẫu thuật hút mỡ bụng và nâng ngực tại thẩm mỹ viện của ông Tường. Dù không có giấy phép hành nghề, ông Tường đã trực tiếp thực hiện thủ thuật bằng ống bơm kim tiêm 50cc. Sau khi nạn nhân gặp biến chứng nguy kịch và tử vong, ông Tường đã cho nhân viên về sớm, tẩu tán giấy tờ và sai Đào Quang Khánh vứt xe máy của chị Huyền tại đường Cổ Linh, sau đó dùng ô tô chở xác nạn nhân ném xuống sông Hồng tại cầu Thanh Trì để phi tang."
vn_mds,cluster_116,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,180,300,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8579654510556621,0.5615384615384615,0.4990403071017274,rouge-score,unicode_char,2,0,max_rouge_tuple,7799,854,4,16.53385155100841,15,3,"Chiều ngày 1/11, tại hành lang Quốc hội, Bí thư Thành ủy Hà Nội Phạm Quang Nghị cho biết vụ án bác sĩ Nguyễn Mạnh Tường phi tang thi thể nạn nhân Lê Thị Thanh Huyền tại Thẩm mỹ viện Cát Tường là sự việc mang tính cá biệt, bất ngờ và bất thường. Do đó, không thể quy toàn bộ trách nhiệm cho Bộ Y tế, UBND thành phố Hà Nội hay UBND phường Đồng Tâm, quận Hai Bà Trưng một cách đơn giản. Ông khẳng định bác sĩ Nguyễn Mạnh Tường là đối tượng cần bị xử lý trực tiếp nhất trước pháp luật, trong khi các cơ quan cấp phép, giám sát và quản lý sẽ chịu trách nhiệm ở các mức độ khác nhau. Hiện tại, các cơ quan chức năng đang tích cực phối hợp tìm kiếm thi thể nạn nhân."
vn_mds,cluster_117,graphsum,e2b,0.1,0.3,0.6000000000000001,True,semantic,150,1500,50.0,75,True,0.85,False,0.35,True,180,300,openai_compatible,models/bge-m3,openai_compatible,/data,0.0,0.0,1.0,0.8,0.8682170542635659,0.6677018633540373,0.47751937984496123,rouge-score,unicode_char,2,1,max_rouge_tuple,2614,257,1,5.668759407009929,5,1,"Cơ quan chức năng đang khẩn trương tìm kiếm thi thể chị Lê Thị Thanh Huyền, người tử vong tại thẩm mỹ viện Cát Tường (Hà Nội) và bị bác sĩ Nguyễn Mạnh Tường, Giám đốc thẩm mỹ viện, ném xuống sông Hồng để phi tang. Cuối chiều 22/10, công an đã thực nghiệm hiện trường tại cầu Thanh Trì, nơi bác sĩ Tường khai đã ném xác nạn nhân. CATP Hà Nội phối hợp với công an nhiều tỉnh thành như Hưng Yên, Hải Dương, Thái Bình, Nam Định, Quảng Ninh và Hải Phòng để rà soát, tìm kiếm. Dù gia đình nạn nhân và lực lượng chức năng đã huy động thuyền, đèn pin và phối hợp với người dân tìm kiếm dọc hạ lưu sông Hồng, nhưng đến nay vẫn chưa tìm thấy thi thể. Trước đó, vào sáng 23/10, có tin báo về một xác chết tại bến đò Hồng Vân (huyện Thường Tín), nhưng khi gia đình đến hiện trường thì không còn thấy."
